market_id,home_selection_id,away_selection_id,draw_selection_id
1.251575028,28214,113225,58805
1.251575500,28223,342868,58805
1.251575716,466299,2364082,58805
1.251623784,52495026,181248,58805
1.251722550,427650,1557407,58805
1.251722820,21868583,5618938,58805
1.251722910,46982,20731976,58805
1.251955876,3475110,20732043,58805
1.251997152,318841,184329,58805
1.252036724,44103,151003,58805
1.252181477,878125,1255220,58805
1.252233751,28214,28220,58805
1.252248167,10243490,22754856,58805
1.252248331,6293348,22099611,58805
1.253002218,63604,48324,58805
1.253002340,70385,55190,58805
1.253002461,28592,48756,58805
1.253002597,56299,69716,58805
1.253002724,47998,1703,58805
1.253002845,63908,25422,58805
1.253002966,56323,18567,58805
1.253003130,48759,48317,58805
1.253003251,48001,48044,58805
1.253003372,256171,62783,58805
1.253003493,69720,56764,58805
1.253003614,1096,69746,58805
1.253003735,69817,78864,58805
1.253169216,1096,62783,58805
1.253169351,56764,56343,58805
1.253169700,1141,63908,58805
1.253169925,48044,55190,58805
1.253170094,56299,48756,58805
1.253170409,25422,78864,58805
1.253170578,18567,62523,58805
1.253170713,48351,48224,58805
1.253170848,56323,47999,58805
1.253170983,48317,39674645,58805
1.253189722,60310,676464,58805
1.253189843,676467,44503,58805
1.253194280,199545,191607,58805
1.253196113,508827,215821,58805
1.253196274,2013140,63347,58805
1.253196401,52475015,56966,58805
1.253196522,215817,10513040,58805
1.253196733,56967,60297,58805
1.253199272,66483,10543,58805
1.253199408,10779,21678,58805
1.253199547,52480964,10542,58805
1.253199704,52480974,968185,58805
1.253199860,18573,309111,58805
1.253199995,60324,248010,58805
1.253200218,9162,214865,58805
1.253200358,52480965,44507,58805
1.253200493,66183,2426,58805
1.253200629,28191,59044,58805
1.253200812,473963,305969,58805
1.253200933,489720,52457652,58805
1.253201030,419123,11534958,58805
1.253201165,44800,5168454,58805
1.253201262,49058,111703,58805
1.253201394,70446,51404,58805
1.253201536,189829,361706,58805
1.253201633,50349,55264,58805
1.253201741,9220660,52494689,58805
1.253201849,7928242,3630179,58805
1.253201981,10774,55271,58805
1.253202126,44793,44799,58805
1.253202301,48456,419132,58805
1.253202385,669348,44794,58805
1.253202471,1328613,67164,58805
1.253204525,8750569,14170968,58805
1.253207211,24931403,48451,58805
1.253208240,5687741,328956,58805
1.253208330,328950,328955,58805
1.253211554,230914,328204,58805
1.253211874,328926,4468457,58805
1.253212062,328952,328949,58805
1.253212154,328954,10002706,58805
1.253212244,30582862,230909,58805
1.253212345,10647533,2126382,58805
1.253212435,1300930,16417407,58805
1.253212525,16093929,1234639,58805
1.253212615,1210411,10758,58805
1.253212885,55243,50334,58805
1.253214818,58943,48461,58805
1.253215577,44521,44785,58805
1.253215806,44520,6555433,58805
1.253216111,44783,5340398,58805
1.253216372,64374,498560,58805
1.253216493,44526,44519,58805
1.253216614,5774350,208026,58805
1.253216856,3237590,44784,58805
1.253216977,84649,44787,58805
1.253306571,676464,60298,58805
1.253340837,3862627,1205126,58805
1.253340942,47625959,1205121,58805
1.253341047,6480414,8586946,58805
1.253341152,571273,1205125,58805
1.253381967,36860494,198127,58805
1.253385090,198136,71387076,58805
1.253386101,18466913,5789820,58805
1.253386238,2794560,1222679,58805
1.253389464,19641049,194516,58805
1.253389573,5174666,220949,58805
1.253389681,198558,453739,58805
1.253389790,194515,2451815,58805
1.253389900,194506,5178272,58805
1.253390010,1496989,194508,58805
1.253390118,5971606,5181445,58805
1.253390226,10305879,8015153,58805
1.253390357,12545982,194503,58805
1.253390486,192085,17304,58805
1.253390624,9229725,897267,58805
1.253390732,5408226,1213581,58805
1.253390840,194509,5994579,58805
1.253390948,194513,194518,58805
1.253391272,10891028,5333044,58805
1.253399183,219457,10778457,58805
1.253402085,310510,6824949,58805
1.253402355,19932524,18201074,58805
1.253402972,496950,4364244,58805
1.253403142,46945,544529,58805
1.253403940,8947595,10573041,58805
1.253415445,1557297,13144766,58805
1.253415535,501219,201327,58805
1.253419588,66051083,5327845,58805
1.253420693,5221477,65210173,58805
1.253429926,7394884,674748,58805
1.253432138,311029,505984,58805
1.253432667,52458346,729809,58805
1.253432757,729806,328049,58805
1.253432937,52495022,13133,58805
1.253433280,3235019,67143,58805
1.253433388,64375,516219,58805
1.253437717,269791,77585,58805
1.253440044,78864,1096,58805
1.253440787,5727549,4893599,58805
1.253440877,924268,44504,58805
1.253441048,56343,1141,58805
1.253441183,48756,48351,58805
1.253441318,48224,25422,58805
1.253442175,1222691,2608900,58805
1.253442379,47999,4236580,58805
1.253442746,55190,48317,58805
1.253442891,4057235,6692727,58805
1.253443738,70468,4864974,58805
1.253447338,48349,62684,58805
1.253447524,46725,170923,58805
1.253447558,10472882,113188,58805
1.253448077,5170882,4692599,58805
1.253448245,78984,64964,58805
1.253448599,60307,60294,58805
1.253448689,10605621,5671996,58805
1.253449066,924269,20830801,58805
1.253449257,2486928,1533911,58805
1.253449608,3396710,1282856,58805
1.253449914,148733,148737,58805
1.253450178,18559,893582,58805
1.253450289,1703,69720,58805
1.253450397,63604,56036,58805
1.253450745,48759,48461,58805
1.253450853,148734,148735,58805
1.253450961,223467,48444,58805
1.253451072,69716,66243,58805
1.253451180,62623,48001,58805
1.253451504,486328,62647,58805
1.253451612,18563,69746,58805
1.253451720,18565,79343,58805
1.253451828,47997,69717,58805
1.253451936,18570,69819,58805
1.253452260,55213,1165,58805
1.253452511,256198,256400,58805
1.253452634,9124225,1209584,58805
1.253453015,113124,113125,58805
1.253453423,266068,47991,58805
1.253454096,48325,48324,58805
1.253454204,256373,28592,58805
1.253454400,47998,48350,58805
1.253455177,58943,56301,58805
1.253455843,48043,256171,58805
1.253455959,48470,74303,58805
1.253456067,62683,47992,58805
1.253456209,56295,58344,58805
1.253456317,70385,69745,58805
1.253456381,6563315,7611327,58805
1.253457277,49584,49205,58805
1.253457385,2662218,103122,58805
1.253457493,5034,49204,58805
1.253457601,48322,1117,58805
1.253458402,60293,60311,58805
1.253458492,522041,4893589,58805
1.253459125,69821,219596,58805
1.253462374,458019,65780,58805
1.253463524,309689,44797,58805
1.253463866,4240101,15979003,58805
1.253464324,65808,259394,58805
1.253465477,36362918,48793,58805
1.253465585,7670420,3423391,58805
1.253465675,505726,1308816,58805
1.253465783,350594,1311877,58805
1.253466108,5810348,52465647,58805
1.253466394,892024,36030194,58805
1.253467889,208035,121724,58805
1.253467998,44517,498543,58805
1.253468107,993093,14075,58805
1.253468215,500893,44518,58805
1.253469855,3413603,50085,58805
1.253470383,6803100,1556985,58805
1.253470473,1270340,522042,58805
1.253470743,13441259,503439,58805
1.253471570,1193695,2487034,58805
1.253471887,65785,65784,58805
1.253471995,48798,247969,58805
1.253472104,5759757,2250345,58805
1.253472427,373489,65778,58805
1.253472536,516259,248020,58805
1.253474583,14072,58163,58805
1.253482255,12157288,10369569,58805
1.253482363,8942696,4240339,58805
1.253482486,198748,521199,58805
1.253482576,3159966,204603,58805
1.253482666,198126,9993152,58805
1.253482756,10762,571279,58805
1.253483345,13052998,3247346,58805
1.253487530,10486194,508773,58805
1.253488086,5342556,12171081,58805
1.253488179,7391394,6635878,58805
1.253488405,367581,50337,58805
1.253489011,501200,127991,58805
1.253489132,60298,676467,58805
1.253489253,56966,215817,58805
1.253489554,63347,52475015,58805
1.253489675,191607,676465,58805
1.253489797,10513040,60310,58805
1.253489918,44503,199545,58805
1.253491599,616886,1358404,58805
1.253491742,4202656,10071088,58805
1.253493768,113191,879210,58805
1.253493999,197307,247830,58805
1.253494686,5168454,44793,58805
1.253494807,44790,669348,58805
1.253494929,55271,189829,58805
1.253495050,70446,305969,58805
1.253495172,52457652,51404,58805
1.253495293,44795,44800,58805
1.253495440,215821,2013140,58805
1.253497288,191604,48784,58805
1.253497505,6507690,2443,58805
1.253499535,16093929,728087,58805
1.253499631,232095,10758,58805
1.253499726,50334,10647533,58805
1.253499820,1234639,1210411,58805
1.253501462,1209555,166904,58805
1.253502621,5340398,44521,58805
1.253502742,498560,3237590,58805
1.253502863,44519,44783,58805
1.253503041,309111,10543,58805
1.253503119,44785,64374,58805
1.253503297,59044,66483,58805
1.253503375,208026,44520,58805
1.253503553,10779,52480965,58805
1.253503631,6555433,5774350,58805
1.253503809,52480974,60324,58805
1.253503944,2426,18573,58805
1.253504079,21678,9162,58805
1.253504157,44794,473963,58805
1.253504335,248010,28191,58805
1.253504413,44799,489720,58805
1.253504534,361706,10774,58805
1.253504655,676464,56967,58805
1.253504948,60297,508827,58805
1.253505126,214865,66183,58805
1.253505261,10542,44507,58805
1.253505396,968185,52480964,58805
1.253505563,10777,886284,58805
1.253505743,68246,2250353,58805
1.253506046,67164,9220660,58805
1.253506355,111703,48456,58805
1.253506463,14170968,48451,58805
1.253506646,52494689,49058,58805
1.253506767,3630179,8750569,58805
1.253506883,24931403,50349,58805
1.253507099,55264,419123,58805
1.253507207,11534958,7928242,58805
1.253507426,113643,2436,58805
1.253507642,232068,2080777,58805
1.253508442,27767097,3636903,58805
1.253509124,2295419,5129867,58805
1.253509342,480160,62960875,58805
1.253509617,174264,3358864,58805
1.253510122,347774,84649,58805
1.253511161,866238,12819357,58805
1.253511521,52613879,10503,58805
1.253511956,22012893,616839,58805
1.253512064,48799,495321,58805
1.253512187,330239,3677851,58805
1.253512644,328956,328955,58805
1.253512752,230914,5687741,58805
1.253512860,10781957,328926,58805
1.253512991,328949,4468457,58805
1.253513099,10002706,230910,58805
1.253513250,328954,328950,58805
1.253513283,230909,328952,58805
1.253513373,328957,30582862,58805
1.253513463,328204,328916,58805
1.253513553,19687137,16792304,58805
1.253513732,5678438,11023627,58805
1.253514446,65437610,898396,58805
1.253514737,478919,7227021,58805
1.253515618,44787,44526,58805
1.253516400,9173038,5231799,58805
1.253517108,48783,48789,58805
1.253517360,20518252,6533140,58805
1.253518108,79102706,816112,58805
1.253518270,12538395,71387076,58805
1.253518360,10778955,198127,58805
1.253519800,3303740,7391333,58805
1.253520924,10945728,11079728,58805
1.253524155,8839001,8839000,58805
1.253526097,13360,565022,58805
1.253526947,24072,565024,58805
1.253527223,508789,113126,58805
1.253527331,46726,50350,58805
1.253527439,13848831,2080735,58805
1.253528845,9790651,2503611,58805
1.253534523,5320893,11434104,58805
1.253538005,13203072,9130100,58805
1.253538481,48785,52495073,58805
1.253538517,1370433,328699,58805
1.253538682,5875376,58252361,58805
1.253540190,6160611,16398677,58805
1.253546198,965417,20929178,58805
1.253547566,48712776,46783501,58805
1.253550924,508781,7692068,58805
1.253551409,46937,2487036,58805
1.253551924,9238022,2888930,58805
1.253552615,70467,309686,58805
1.253553975,7598628,19840150,58805
1.253555519,2844791,39325793,58805
1.253557150,22018255,3636902,58805
1.253558928,5271439,5129865,58805
1.253559136,7029037,5704675,58805
1.253559166,25633050,20182405,58805
1.253575529,12453907,2760854,58805
1.253575638,198136,22498185,58805
1.253575792,10201607,7196232,58805
1.253578487,2519556,4923748,58805
1.253578780,8215986,17833948,58805
1.253579517,198137,22498185,58805
1.253579636,17297891,9470810,58805
1.253579908,9529062,4768314,58805
1.253582320,650859,285324,58805
1.253582927,4157205,9185512,58805
1.253583656,5178272,192085,58805
1.253583872,194508,198558,58805
1.253583980,194518,9229725,58805
1.253584239,12545982,5971606,58805
1.253584422,2451815,5174666,58805
1.253584530,897267,19641049,58805
1.253584638,5994579,194506,58805
1.253584884,1213581,194509,58805
1.253584992,17304,10305879,58805
1.253585100,453739,194515,58805
1.253585449,38387037,10438158,58805
1.253586165,220949,5408226,58805
1.253586706,84010697,12104874,58805
1.253587853,3157365,487520,58805
1.253587945,503499,502303,58805
1.253588418,328690,900849,58805
1.253588803,1067444,94680813,58805
1.253588917,7055314,5284708,58805
1.253598322,8015153,194513,58805
1.253608901,65262266,9078992,58805
1.253609006,9203886,20609985,58805
1.253616606,504779,9484111,58805
1.253616851,5330852,328191,58805
1.253627485,26596726,10493024,58805
1.253628191,13621574,16652599,58805
1.253628281,16890912,25062045,58805
1.253628579,16743506,13968899,58805
1.253628729,16743506,13621573,58805
1.253630771,13621472,35560884,58805
1.253631648,844519,1169738,58805
1.253632148,3584581,10423044,58805
1.253632239,3630205,1252830,58805
1.253632330,10369568,6057904,58805
1.253632690,44504,60293,58805
1.253633755,25944796,8002306,58805
1.253637019,353589,441083,58805
1.253637110,350849,441079,58805
1.253638564,5361010,8279004,58805
1.253640717,18227629,38099183,58805
1.253640807,6277353,17314143,58805
1.253640952,10448887,20793461,58805
1.253641180,40275122,10362589,58805
1.253641533,12279463,39533759,58805
1.253642638,3618599,12390651,58805
1.253645820,7128439,11907784,58805
1.253646796,16743515,13625724,58805
1.253648014,201239,42776519,58805
1.253648164,86160605,87894726,58805
1.253648531,86160426,94748197,58805
1.253648821,3381777,10490343,58805
1.253649828,5195923,6117049,58805
1.253649920,80429265,5239235,58805
1.253650225,8149465,8247176,58805
1.253650322,61417997,16571469,58805
1.253655855,6789377,6630668,58805
1.253656654,20598620,21666423,58805
1.253668887,7248365,17724179,58805
1.253669052,10632891,8220578,58805
1.253669265,16729905,16729907,58805
1.253669430,7005170,8947595,58805
1.253669538,9459683,8947595,58805
1.253670116,17078881,36860494,58805
1.253670436,16652588,35560884,58805
1.253670632,65785,2939090,58805
1.253672244,21137551,5204518,58805
1.253674121,5241831,3968879,58805
1.253675767,8587663,3258153,58805
1.253675857,65350,345648,58805
1.253678484,21345260,55782889,58805
1.253682383,47993,9166,58805
1.253682507,365511,63178093,58805
1.253685159,8692849,35619598,58805
1.253685249,9988658,13625306,58805
1.253685342,7547173,10135613,58805
1.253687715,22554624,69142516,58805
1.253687935,68451241,2343976,58805
1.253688118,27986353,22436988,58805
1.253688364,7598630,335852,58805
1.253689960,5021203,441088,58805
1.253694727,69716,18563,58805
1.253696988,10565729,8461627,58805
1.253699459,62065922,15263425,58805
1.253703940,7976153,4987328,58805
1.253708597,3727829,13886091,58805
1.253708921,3725113,6160611,58805
1.253722284,4240339,48789,58805
1.253723402,2909511,356589,58805
1.253724457,198141,16881497,58805
1.253724636,52480965,52480964,58805
1.253724965,3247346,58163,58805
1.253737867,48759,1703,58805
1.253738109,256171,47998,58805
1.253739534,48043,74303,58805
1.253740434,47992,56036,58805
1.253748888,5340538,5284704,58805
1.253754970,48452,503439,58805
1.253767543,10201607,66051083,58805
1.253767867,16398677,12157288,58805
1.253767975,14075,64375,58805
1.253768083,498543,500893,58805
1.253768922,5141456,94441547,58805
1.253778260,6658940,61113643,58805
1.253778950,113125,46726,58805
1.253779233,50350,113643,58805
1.253782553,46937,13144766,58805
1.253782944,5129867,5704675,58805
1.253783054,4525658,3725113,58805
1.253783181,18349055,3607226,58805
1.253783289,6132829,1252792,58805
1.253783365,5839079,62939001,58805
1.253783551,18466913,2329297,58805
1.253784561,23871038,5339978,58805
1.253784671,198133,79308787,58805
1.253785753,22497462,22580288,58805
1.253785952,10732580,16660302,58805
1.253786222,21772357,7857465,58805
1.253793363,14339892,10568070,58805
1.253793453,441082,2479786,58805
1.253793664,744103,10556616,58805
1.253793754,1550828,6207339,58805
1.253793957,181248,65350,58805
1.253794615,14074,52495026,58805
1.253795008,9481404,6491604,58805
1.253796036,5112599,4127866,58805
1.253796128,5618938,5112592,58805
1.253796323,6635878,3143305,58805
1.253796416,21868583,1255220,58805
1.253796506,11801202,3475110,58805
1.253796686,10666438,13578216,58805
1.253796776,1358404,46964,58805
1.253796866,3024435,22917352,58805
1.253801113,121724,113191,58805
1.253801223,879210,3235019,58805
1.253801332,516219,347829,58805
1.253801464,247830,44517,58805
1.253801572,67143,208035,58805
1.253801680,44518,197307,58805
1.253801959,2255452,13362,58805
1.253803260,10490468,10782,58805
1.253803904,46953,1209553,58805
1.253803994,2436,4202656,58805
1.253806028,4940265,367578,58805
1.253806892,2311174,3465177,58805
1.253808238,22754856,26482948,58805
1.253808417,5467180,5468050,58805
1.253808525,9395059,9339201,58805
1.253808633,1128445,22333102,58805
1.253809080,26543395,7202801,58805
1.253809386,176184,2093796,58805
1.253809818,6542374,199607,58805
1.253810388,342868,44103,58805
1.253811112,1556985,6394,58805
1.253811349,10780,28223,58805
1.253812027,204683,346909,58805
1.253812352,151003,28214,58805
1.253812462,2364082,28216,58805
1.253812660,113225,28220,58805
1.253812768,816112,22018255,58805
1.253813031,12778552,5751503,58805
1.253813209,3423391,886335,58805
1.253815038,2017883,7670420,58805
1.253815612,9549626,802851,58805
1.253815810,197965,44625,58805
1.253816669,10905486,198139,58805
1.253817137,58163,36030194,58805
1.253817245,259394,10762,58805
1.253817458,10503,367581,58805
1.253817648,110475,367579,58805
1.253817738,2250353,8179917,58805
1.253817846,309089,68246,58805
1.253819159,7906034,9306470,58805
1.253819798,886284,174264,58805
1.253820075,48784,48799,58805
1.253820183,2487036,12819357,58805
1.253820676,189832,505726,58805
1.253820899,198124,11302836,58805
1.253821097,3247346,51406,58805
1.253821458,10901767,4516149,58805
1.253822983,198144,16916720,58805
1.253823197,14176080,11617052,58805
1.253823298,10945728,1328422,58805
1.253823388,111723,1229688,58805
1.253823568,19787984,336269,58805
1.253824014,191603,6563315,58805
1.253824122,166903,7862107,58805
1.253824445,335852,1370433,58805
1.253824535,1209584,1209582,58805
1.253824735,571279,892024,58805
1.253824933,10071088,232068,58805
1.253825221,7196232,6359075,58805
1.253825329,3303740,2295419,58805
1.253825437,330239,5271439,58805
1.253825470,427643,189806,58805
1.253825565,5342556,10486194,58805
1.253826724,8916596,51266,58805
1.253826943,48793,48783,58805
1.253827346,4692582,25113614,58805
1.253829509,52465647,3157354,58805
1.253834920,113188,113124,58805
1.253838263,16777,46725,58805
1.253838515,52957291,10583858,58805
1.253838936,14739188,90414691,58805
1.253839609,10778457,65437610,58805
1.253840986,40674969,2311174,58805
1.253842322,22012893,48785,58805
1.253842787,58252361,8942696,58805
1.253842898,52495073,5875376,58805
1.253843418,495321,191604,58805
1.253843666,6217317,16792091,58805
1.253845510,7292505,13520951,58805
1.253846754,5470963,501199,58805
1.253847692,201261,522050,58805
1.253847872,1220428,5727544,58805
1.253847962,247969,24072,58805
1.253849170,5394931,12517050,58805
1.253850091,565024,9163,58805
1.253850911,9028271,10527998,58805
1.253851982,44791,4864974,58805
1.253852841,113239,508789,58805
1.253854585,1234559,9124224,58805
1.253854677,448599,88971133,58805
1.253854842,13144766,1193695,58805
1.253854962,15740271,5664283,58805
1.253855014,5344868,1252792,58805
1.253856393,4972227,84010697,58805
1.253857292,744103,5561025,58805
1.253857382,441082,7081211,58805
1.253857933,441080,263080,58805
1.253858113,1405180,353589,58805
1.253858200,12171081,508781,58805
1.253858297,5021203,1080507,58805
1.253858465,2080735,10472882,58805
1.253858573,113126,13848831,58805
1.253859048,441083,441084,58805
1.253859361,198133,11302836,58805
1.253860169,502303,3157365,58805
1.253860349,4871645,503499,58805
1.253861319,5817456,2486928,58805
1.253861514,46937,6803100,58805
1.253861606,86362925,10481507,58805
1.253862236,505984,20570627,58805
1.253862428,2618019,2618007,58805
1.253862996,10698710,8942269,58805
1.253863197,2250345,13360,58805
1.253863939,10228030,5221469,58805
1.253864029,198124,1040271,58805
1.253864127,11302836,198138,58805
1.253864261,11378686,48455,58805
1.253864689,77718537,12267301,58805
1.253864758,3636902,7055314,58805
1.253865855,21653493,4073256,58805
1.253866692,10458115,1252830,58805
1.253867395,198133,3624446,58805
1.253869174,5367199,3465177,58805
1.253875692,16081873,4397902,58805
1.253876111,9610998,328196,58805
1.253876565,1205124,3862627,58805
1.253876670,1205121,571273,58805
1.253876777,370132,1205125,58805
1.253876882,6480414,2469649,58805
1.253877513,1205121,47625959,58805
1.253882216,55575201,361329,58805
1.253882246,8219452,10901767,58805
1.253886700,9282747,36700739,58805
1.253887797,10535980,51947093,58805
1.253892219,328204,55667494,58805
1.253892354,4867482,9215444,58805
1.253892534,22393265,8727831,58805
1.253892934,75211571,1556985,58805
1.253896109,1169738,197970,58805
1.253897261,10403197,9514810,58805
1.253901288,2487036,12819357,58805
1.253903969,5239235,5195923,58805
1.253904059,6269792,1561969,58805
1.253904818,5340649,37209502,58805
1.253904908,113183,5340310,58805
1.253907030,10071727,505982,58805
1.253907219,55625925,62485939,58805
1.253907357,48787,2694162,58805
1.253907781,1067444,5284708,58805
1.253909395,2017883,1078468,58805
1.253910849,21909212,7204934,58805
1.253912413,1363823,441083,58805
1.253915951,25062342,16652588,58805
1.253916115,16652599,16743506,58805
1.253916274,13621573,13621472,58805
1.253918148,2503610,14609047,58805
1.253924457,14164973,198137,58805
1.253926698,10438158,8147135,58805
1.253932729,5259327,10492935,58805
1.253934368,17833948,21934092,58805
1.253934674,72017524,5369664,58805
1.253934764,8215986,87451686,58805
1.253935622,201239,522045,58805
1.253935714,2519553,21855043,58805
1.253935805,522043,8802590,58805
1.253935896,60295,4077808,58805
1.253936161,19857199,41267368,58805
1.253937267,90527374,47318099,58805
1.253937950,87059484,1528200,58805
1.253938155,2519556,12151861,58805
1.253938682,7023879,5170871,58805
1.253938770,522041,924268,58805
1.253938868,60294,522049,58805
1.253938958,13659467,1270340,58805
1.253939126,20830801,4893599,58805
1.253939234,20530702,201327,58805
1.253939267,201255,15304043,58805
1.253939357,74130989,42776519,58805
1.253939592,65778,458019,58805
1.253941013,4525642,36860494,58805
1.253945056,900849,6563307,58805
1.253948604,3968882,1478217,58805
1.253949063,5141456,5343353,58805
1.253949939,10823054,94441547,58805
1.253951242,17203916,13504616,58805
1.253951576,10465511,8860947,58805
1.253951666,9899252,9790651,58805
1.253951976,18349055,26231412,58805
1.253952533,10707,1189,58805
1.253952587,52458346,47993,58805
1.253952708,56086,52495022,58805
1.253961778,176184,65785,58805
1.253961985,19918253,11536738,58805
1.253962087,2093796,51405,58805
1.253962198,198134,198144,58805
1.253962285,2939090,65780,58805
1.253962396,6145718,5546999,58805
1.253962850,501199,522050,58805
1.253962940,7583275,201261,58805
1.253963300,1235223,5470963,58805
1.253963780,4768314,6670769,58805
1.253969501,215828,4893598,58805
1.253969904,5727544,4893592,58805
1.253971165,10441287,9529062,58805
1.253981279,2277370,816112,58805
1.253982728,8220578,3636902,58805
1.253982818,328690,10632891,58805
1.253991570,73074439,1220428,58805
1.253992462,2888928,3379962,58805
1.253992552,7575234,1395933,58805
1.253993002,20089186,6751941,58805
1.254006319,41253113,8244844,58805
1.254010325,6689709,10351446,58805
1.254030797,14175960,10820034,58805
1.254033279,41132394,4202579,58805
1.254033369,113184,5291013,58805
1.254036739,20681688,14340575,58805
1.254037014,204603,198126,58805
1.254037122,198127,12538395,58805
1.254037231,4435648,12453907,58805
1.254037339,2760854,3159966,58805
1.254037447,5231799,198136,58805
1.254037555,22498185,200603,58805
1.254037664,71387076,9173038,58805
1.254037772,9993152,10778955,58805
1.254037880,6310992,9315584,58805
1.254038193,192084,13140404,58805
1.254038283,5564448,5359221,58805
1.254038405,10918282,194504,58805
1.254038498,21843124,52671404,58805
1.254038590,7097927,5178628,58805
1.254038711,198706,1528197,58805
1.254038802,46938,9203886,58805
1.254038892,489139,65262266,58805
1.254042137,9686244,5227372,58805
1.254042512,10135605,865343,58805
1.254042899,47857044,7547173,58805
1.254043028,63162750,8228326,58805
1.254043118,63162748,16069832,58805
1.254043221,14508297,205267,58805
1.254043311,8390754,25432744,58805
1.254043401,198684,15020693,58805
1.254043624,14374450,37817373,58805
1.254043847,11450136,3176495,58805
1.254043940,5177433,69520058,58805
1.254044030,10756498,7438081,58805
1.254044120,8855429,10666447,58805
1.254045626,20206200,328828,58805
1.254045809,8279004,5339978,58805
1.254045899,42948438,5361010,58805
1.254045989,22139784,26786643,58805
1.254046083,10732580,6617059,58805
1.254046177,7857465,74894658,58805
1.254046635,13356035,14420034,58805
1.254046841,201326,12591505,58805
1.254046928,6614442,6601846,58805
1.254052929,7735650,7716759,58805
1.254055080,8115095,74432989,58805
1.254059338,20684338,20674219,58805
1.254064033,10880788,6533167,58805
1.254064224,7598500,72435364,58805
1.254072826,88927284,7688378,58805
1.254075131,52957291,6658940,58805
1.254075221,6586894,15293881,58805
1.254076810,87606768,86755977,58805
1.254077212,3607226,4692582,58805
1.254077320,3725113,6132829,58805
1.254077428,1252792,4525658,58805
1.254081839,14396200,42000597,58805
1.254081929,183123,264411,58805
1.254082019,28140180,87452427,58805
1.254083414,9145866,26624493,58805
1.254085590,59915959,25465322,58805
1.254085886,7723743,10532369,58805
1.254089715,2145810,6555176,58805
1.254090023,6667755,6865403,58805
1.254090203,6601837,6692741,58805
1.254090297,6669730,6586874,58805
1.254090394,75834511,83584304,58805
1.254090484,11911930,10542714,58805
1.254090702,7128439,10423043,58805
1.254090792,16939745,5355820,58805
1.254092446,60988086,5990416,58805
1.254092536,8149479,10553538,58805
1.254093056,5860879,476270,58805
1.254093146,1213580,9518489,58805
1.254093236,12126123,10288010,58805
1.254093340,9389942,10829098,58805
1.254093577,5470466,22428984,58805
1.254093667,180585,7583469,58805
1.254094059,7666192,13704618,58805
1.254106109,376829,16829788,58805
1.254108864,43403902,23130963,58805
1.254108969,9038383,48461207,58805
1.254112645,27724017,5274029,58805
1.254112735,9196791,44377448,58805
1.254114042,11515398,60308,58805
1.254134612,6207339,50443280,58805
1.254134828,2479786,744103,58805
1.254135154,7852197,9593355,58805
1.254135278,20017309,16081872,58805
1.254135368,13483772,10992477,58805
1.254135673,1362126,79308787,58805
1.254135786,4489497,5278233,58805
1.254135966,4231684,81215053,58805
1.254136077,38279662,17313990,58805
1.254136167,23163725,25702709,58805
1.254136257,10448887,11587608,58805
